JURIS NAME	FACILITY NAME	SEGMENT FROM	SEGMENT TO	DIR	WEEKDAY TRAFFIC VOLUMES																		2012 SPEED AND CONGESTION DATA											
					2007			2008			2009			2010			2011			2012			AM PEAK HOUR						PM PEAK HOUR					
CHES	I-664	I-64 & I-264	ROUTES 13/58/460	SB							"60,548"	6/30 - 7/2	V										61	-	0.99	-	LOW	-	61	-	0.99	-	LOW	-
				NB							"61,170"	6/30 - 7/2	V										-	62	-	0.99	-	LOW	-	55	-	1.14	-	LOW
CHES	I-664	ROUTES 13/58/460	DOCK LANDING RD	SB							"48,415"	6/30 - 7/2	V										60	-	1.03	-	LOW	-	61	-	1.01	-	LOW	-
				NB							"47,921"	6/30 - 7/2	V										-	63	-	0.99	-	LOW	-	59	-	1.06	-	LOW
CHES	I-664	DOCK LANDING RD	PORTSMOUTH BLVD	SB							"47,767"	6/30 - 7/2	V										62	-	1.02	-	LOW	-	62	-	1.02	-	LOW	-
				NB							"47,439"	6/30 - 7/2	V										-	63	-	0.99	-	LOW	-	63	-	1.00	-	LOW
CHES	I-664	PORTSMOUTH BLVD	PUGHSVILLE RD	SB							"45,295"	6/30 - 7/2	V										63	-	1.00	-	LOW	-	60	-	1.06	-	LOW	-
				NB							"44,736"	6/30 - 7/2	V										-	63	-	0.99	-	LOW	-	63	-	0.98	-	LOW
CHES	I-664	PUGHSVILLE RD	SUFFOLK CL	SB				"39,832"	5/13 - 5/15	V													64	-	0.99	-	LOW	-	58	-	1.11	-	LOW	-
				NB				"40,613"	5/13 - 5/15	V													-	63	-	1.00	-	LOW	-	64	-	0.99	-	LOW
CHES	INDIAN RIVER RD	NORFOLK CL	KEMP LANE					"21,240"	8/5	V							"21,089"	6/22 - 6/23	V				34	32	1.13	1.17	LOW	LOW	35	33	1.08	1.15	LOW	LOW
CHES	INDIAN RIVER RD	KEMP LANE	VA BEACH CL					"28,197"	8/5	V							"28,192"	6/22 - 6/23	V				33	35	1.13	1.16	LOW	LOW	32	33	1.18	1.22	LOW	LOW
CHES	JOHNSTOWN RD	BENEFIT RD	STONEGATE PKWY					"3,417"	7/8 - 7/9	V							"3,410"	7/12 - 7/13	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	JOHNSTOWN RD	STONEGATE PKWY	HANBURY RD					"3,417"									"3,410"	7/12 - 7/13	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	JOHNSTOWN RD	HANBURY RD	PARKER RD					"3,417"									"3,410"	7/12 - 7/13	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	JOHNSTOWN RD	PARKER RD	BATTLEFIELD BLVD					"3,417"									"3,410"	7/12 - 7/13	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	JOLLIFF RD	AIRLINE BLVD	DOCK LANDING RD					"3,198"	7/9 - 7/10	V							"2,922"	7/12 - 7/13	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	JOLLIFF RD	DOCK LANDING RD	PORTSMOUTH BLVD					"3,201"	7/29 - 7/30	V							"3,550"	7/12 - 7/13	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	KEMPSVILLE RD	BATTLEFIELD BLVD	CHESAPEAKE EXPRESSWAY					"26,963"	11/5 - 11/6	V							"30,155"	5/11 - 5/12	V				34	32	1.24	1.36	LOW	MOD	34	30	1.22	1.45	LOW	SEV
CHES	KEMPSVILLE RD	CHESAPEAKE EXPRESSWAY	GREENBRIER PKWY					"30,508"	12/2 - 12/3	V							"31,063"	5/11 - 5/12	V				34	32	1.24	1.36	LOW	MOD	34	30	1.22	1.45	LOW	SEV
CHES	KEMPSVILLE RD	GREENBRIER PKWY	VOLVO PKWY					"19,568"	11/13	V							"22,776"	5/11 - 5/12	V				41	38	1.10	1.22	LOW	LOW	42	40	1.10	1.14	LOW	LOW
CHES	KEMPSVILLE RD	VOLVO PKWY	VA BEACH CL					"32,360"	10/29 - 11/20	V													36	36	1.20	1.20	LOW	LOW	36	37	1.21	1.18	LOW	LOW
CHES	LIBERTY ST	SCL NORFOLK	22ND ST					"4,546"	10/28 - 10/29	V							"4,527"	7/19 - 7/20	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	LIBERTY ST	22ND ST	POINDEXTER RD					"7,962"	10/28 - 10/29	V							"7,254"	5/11 - 5/12	V				26	20	1.04	1.23	LOW	LOW	25	21	1.10	1.17	LOW	LOW
CHES	LIBERTY ST	POINDEXTER RD	OLD ATLANTIC AVE					"7,962"	10/28 - 10/29	V							"7,254"	5/11 - 5/12	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	LIBERTY ST	OLD ATLANTIC AVE	CAMPOSTELLA RD					"5,124"	10/28 - 10/29	V							"4,757"	5/11 - 5/12	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	MILITARY HWY	AIRLINE BLVD	I-64														"7,549"	4/26 - 4/27	V				38	38	1.09	1.09	LOW	LOW	39	38	1.06	1.08	LOW	LOW
CHES	MILITARY HWY	I-64	CAVALIER BLVD					"18,904"	5/6 - 5/7	V							"15,859"	4/26 - 4/28	V				38	38	1.09	1.09	LOW	LOW	39	38	1.06	1.08	LOW	LOW
CHES	MILITARY HWY	CAVALIER BLVD	GEORGE WASHINGTON HWY					"18,904"	5/6 - 5/7	V							"15,859"	4/26 - 4/28	V				42	36	1.06	1.17	LOW	LOW	43	34	1.06	1.21	LOW	LOW
CHES	MILITARY HWY	GEORGE WASHINGTON HWY	CANAL DR					"19,724"	5/7 - 5/21	V							"15,001"	4/27 - 4/28	V				33	37	1.35	1.10	MOD	LOW	32	36	1.42	1.18	SEV	LOW
CHES	MILITARY HWY/GILMERTON BRIDGE	CANAL DR	BAINBRIDGE BLVD		"35,954"	Wkdy average	V	"34,470"	Wkdy average	V				"25,444"	Wkdy average	V	"23,867"	Wkdy average	V	"20,817"	Wkdy average	V	31	40	1.41	1.17	SEV	LOW	30	36	1.50	1.32	SEV	MOD
CHES	MILITARY HWY	BAINBRIDGE BLVD	I-464					"32,039"	5/20 - 6/12	V													36	40	1.20	1.13	LOW	LOW	37	27	1.15	1.69	LOW	SEV
CHES	MILITARY HWY	I-464	CAMPOSTELLA RD					"29,376"	5/21 - 7/29	V							"21,461"	4/27 - 4/28	V				34	34	1.12	1.22	LOW	LOW	34	30	1.12	1.41	LOW	SEV
CHES	MILITARY HWY	CAMPOSTELLA RD	BATTLEFIELD BLVD					"29,602"	5/6 - 5/7	V							"23,128"	4/27 - 4/28	V				41	40	1.08	1.10	LOW	LOW	41	38	1.06	1.15	LOW	LOW
CHES	MILITARY HWY	BATTLEFIELD BLVD	ALLISON DR					"31,269"	5/6 - 5/7	V							"24,553"	4/27 - 4/28	V				33	36	1.25	1.11	MOD	LOW	32	34	1.27	1.18	MOD	LOW
CHES	MILITARY HWY	ALLISON DR	GREENBRIER PKWY					"31,809"	5/7 - 5/8	V							"24,951"	4/27 - 4/28	V				33	36	1.25	1.11	MOD	LOW	32	34	1.27	1.18	MOD	LOW
CHES	MILITARY HWY	GREENBRIER PKWY	VA BEACH CL					"34,114"	5/7 - 5/8	V							"29,988"	4/27 - 4/28	V				33	32	1.32	1.21	MOD	LOW	32	30	1.36	1.31	MOD	MOD
CHES	MLK HWY (FORMER DOMINION BLVD)	GREAT BRIDGE BLVD	CHESAPEAKE EXPRESSWAY					"40,526"	7/29 - 7/30	V							"40,343"	5/24 - 5/26	V				36	30	1.15	1.27	LOW	MOD	39	27	1.07	1.41	LOW	SEV
CHES	MOSES GRANDY TRAIL	GW HWY @ HINTON AVE	SHIPYARD/CEDAR RD/GW HWY RELOC														"13,480"	4/20 - 4/21	V				38	38	1.20	1.22	LOW	LOW	39	39	1.16	1.18	LOW	LOW
CHES	MOSES GRANDY TRAIL	SHIPYARD RD/CEDAR RD	CEDAR RD														"13,480"	4/20 - 4/21	V				38	38	1.20	1.22	LOW	LOW	39	39	1.16	1.18	LOW	LOW
CHES	MOSES GRANDY TRAIL	CEDAR RD	DOMINION BLVD														"13,480"	4/20 - 4/21	V				38	38	1.20	1.22	LOW	LOW	39	39	1.16	1.18	LOW	LOW
CHES	MOUNT PLEASANT RD	BATTLEFIELD BLVD	CHESAPEAKE EXPRESSWAY					"18,963"	5/14 - 5/15	V							"18,996"	5/24 - 5/26	V				35	35	1.12	1.12	LOW	LOW	36	33	1.10	1.18	LOW	LOW
CHES	MOUNT PLEASANT RD	CHESAPEAKE EXPRESSWAY	CENTERVILLE TNPK					"19,230"	5/14 - 5/15	V							"16,850"	4/20 - 4/21	V				36	37	1.14	1.16	LOW	LOW	36	38	1.14	1.13	LOW	LOW
CHES	MOUNT PLEASANT RD	CENTERVILLE TNPK	FENTRESS AIRFIELD RD					"11,066"	5/14 - 5/15	V							"9,145"	4/20 - 4/21	V				47	47	1.08	1.13	LOW	LOW	48	48	1.06	1.13	LOW	LOW
CHES	MOUNT PLEASANT RD	FENTRESS AIRFIELD RD	VA BEACH CL					"11,182"	5/14 - 5/15	V	"12,257"	7/15	C	"10,619"	Wkdy average	C	"8,155"	3/23 - 3/29	C	"10,155"	Wkdy average	C	41	46	1.13	1.10	LOW	LOW	41	46	1.13	1.09	LOW	LOW
CHES	OLD ATLANTIC AVE	ATLANTIC AVE	LIBERTY ST					"5,518"	10/28 - 10/29	V							"4,460"	7/19 - 7/20	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	OLD BATTLEFIELD BLVD	BALLAHACK RD	BATTLEFIELD BLVD					810	7/8 - 7/9	V													27	33	1.02	1.02	LOW	LOW	24	30	1.15	1.11	LOW	LOW
CHES	POINDEXTER ST (S NORFOLK JORDAN BRIDGE)	PORTSMOUTH CL	I-464		"7,248"	9/26 - 9/27	V																-	-	-	-	LOW		-	-	-	-	LOW	
CHES	POINDEXTER ST	I-464	BAINBRIDGE BLVD					"12,456"	10/28 - 10/29	V							"10,856"	5/11 - 5/12	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	POINDEXTER ST	BAINBRIDGE BLVD	LIBERTY ST					"8,866"	9/3 - 9/4	V													20	17	1.16	1.35	LOW	MOD	20	18	1.18	1.28	LOW	MOD
CHES	POPLAR HILL RD	WESTERN BRANCH BLVD	CHURCHLAND BLVD					"14,690"	7/15 - 9/4	V													-	-	-	-	LOW		-	-	-	-	MOD	
CHES	PORTSMOUTH BLVD	SUFFOLK CL	JOLLIFF RD					"13,296"	5/28 - 5/29	V							"14,323"	5/18 - 5/19	V				41	38	1.06	1.14	LOW	LOW	40	38	1.08	1.16	LOW	LOW
CHES	PORTSMOUTH BLVD	JOLLIFF RD	I-664					"18,533"	5/28 - 5/29	V							"21,765"	5/18 - 5/19	V				41	38	1.06	1.14	LOW	LOW	40	38	1.08	1.16	LOW	LOW
CHES	PORTSMOUTH BLVD	I-664	TAYLOR RD					"24,109"	5/28 - 5/29	V							"23,359"	5/10 - 5/12	V				31	34	1.09	1.11	LOW	LOW	27	32	1.26	1.21	MOD	LOW
CHES	PORTSMOUTH BLVD	TAYLOR RD	DOCK LANDING RD					"27,866"	7/29 - 7/30	V							"28,542"	5/11 - 5/12	V				35	35	1.04	1.08	LOW	LOW	33	33	1.12	1.13	LOW	LOW
CHES	PORTSMOUTH BLVD	DOCK LANDING RD	PORTSMOUTH CL					"31,253"	5/28 - 5/29	V							"30,353"	5/11 - 5/12	V				35	35	1.04	1.08	LOW	LOW	33	33	1.12	1.13	LOW	LOW
CHES	PROVIDENCE RD	ATLANTIC AVE	CAMPOSTELLA RD																	"5,000"		E	-	-	-	-	LOW		-	-	-	-	LOW	
CHES	PROVIDENCE RD	CAMPOSTELLA RD	VA BEACH CL					"17,462"	10/28	V							"16,244"	7/20 - 7/21	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	PUGHSVILLE RD	SUFFOLK CL	I-664					"9,837"	9/3 - 9/4	V							"9,750"	7/26 - 7/27	V				35	34	1.09	1.13	LOW	LOW	33	34	1.15	1.12	LOW	LOW
CHES	PUGHSVILLE RD	I-664	TAYLOR RD					"22,467"	7/15 - 7/17	V							"21,990"	7/26 - 7/27	V				32	35	1.00	1.07	LOW	LOW	25	34	1.29	1.10	MOD	LOW
CHES	ROUTE 13/58/460	SUFFOLK CL	I-664	EB	"36,550"	Wkdy average	V	"35,143"	Wkdy average	V	"35,065"	Wkdy average	V	"35,319"	Wkdy average	V	"36,207"	Wkdy average	O	"35,095"	Wkdy average	V	61	-	1.01	-	LOW	-	62	-	1.00	-	LOW	-
				WB	"36,363"	Wkdy average	V	"34,924"	Wkdy average	V	"34,888"	Wkdy average	V	"35,137"	Wkdy average	V	"36,509"	Wkdy average	O	"35,065"	Wkdy average	V	-	63	-	1.00	-	LOW	-	63	-	0.99	-	LOW
CHES	SIGN PINE RD	EDINBURGH PKWY	BENEFIT RD					"2,404"	7/8 - 7/9	V							"2,901"	6/21 - 6/23	V				-	-	-	-	LOW		-	-	-	-	LOW	
CHES	TAYLOR RD	PORTSMOUTH BLVD	ELIZABETH HARBOR RD					"25,034"	7/15	V							"23,541"	6/15 - 6/16	V				34	32	1.09	1.02	LOW	LOW	32	29	1.16	1.13	LOW	LOW
CHES	TAYLOR RD	ELIZABETH HARBOR RD	BRUCE RD					"25,034"	7/15	V							"23,541"	6/15 - 6/16	V				34	32	1.09	1.02	LOW	LOW	32	29	1.16	1.13	LOW	LOW
CHES	TAYLOR RD	BRUCE RD	PUGHSVILLE RD					"23,918"	9/3 - 9/4	V							"24,617"	6/15 -  6/16	V				30	28	1.04	1.06	LOW	LOW	28	26	1.12	1.16	LOW	LOW
CHES	TAYLOR RD	PUGHSVILLE RD	WESTERN BRANCH BLVD					"16,153"	7/15 - 7/17	V							"14,049"	6/22 - 6/23	V				34	34	1.15	1.16	LOW	LOW	34	34	1.14	1.16	LOW	LOW
CHES	TOWNE POINT RD	PORTSMOUTH CL	CHURCHLAND BLVD					"24,669"	7/15 - 7/17	V							"21,615"	7/26 - 7/27	V				26	26	1.16	1.13	LOW	LOW	25	26	1.19	1.16	LOW	LOW
CHES	TYRE NECK RD	BRUCE RD	SILVERWOOD BLVD					"10,755"	7/16 - 7/17	V							"9,790"	7/19 - 7/20	V				-	-	-	-	LOW		-	-	-	-	MOD	
CHES	TYRE NECK RD	SILVERWOOD BLVD	PORTSMOUTH CL											"11,172"	11/3 - 11/4	V							-	-	-	-	LOW		-	-	-	-	MOD	
CHES	VOLVO PKWY	BATTLEFIELD BLVD	GREENBRIER PKWY					"27,232"	6/18 - 6/19	V							"25,162"	7/19 - 7/20	V				28	29	1.15	1.17	LOW	LOW	26	27	1.20	1.24	LOW	LOW
CHES	VOLVO PKWY	GREENBRIER PKWY	EDEN WAY					"23,461"	10/28 - 10/30	V							"24,953"	7/19 - 7/20	V				34	32	1.16	1.31	LOW	MOD	33	32	1.23	1.31	LOW	MOD
CHES	VOLVO PKWY	EDEN WAY	KEMPSVILLE RD					"26,491"	10/28 - 10/30	V							"27,717"	7/19 - 7/20	V				34	32	1.16	1.31	LOW	MOD	33	32	1.23	1.31	LOW	MOD
CHES	VOLVO PKWY	KEMPSVILLE RD	VA BEACH CL		"3,773"	5/2	C																36	36	1.11	1.08	LOW	LOW	35	36	1.16	1.07	LOW	LOW
CHES	WESTERN BRANCH BLVD	CHURCHLAND BLVD	TAYLOR RD					"18,639"	10/28 - 10/29	V							"20,544"	4/20 - 4/21	V				30	31	1.15	1.09	LOW	LOW	29	29	1.19	1.19	LOW	LOW
CHES	WESTERN BRANCH BLVD	TAYLOR RD	PORTSMOUTH CL																				30	31	1.15	1.09	LOW	LOW	29	29	1.19	1.19	LOW	LOW
FR	ARMORY DR	ROUTE 58	BAILEY DR								"12,311"	2/3 - 2/4	V							"13,755"	2/22 - 2/23	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	ARMORY DR	BAILEY DR	COLLEGE DR								"14,763"	2/3 - 2/4	V							"15,081"	3/13 - 3/15	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	ARMORY DR	COLLEGE DR	GARDNER ST								"7,199"	2/3 - 2/4	V							"7,088"	2/22 - 2/23	V	-	-	-	-	LOW		-	-	-	-	MOD	
FR	ARMORY DR/SECOND AVE	GARDNER ST	HIGH ST								"7,340"	2/3 - 2/4	V							"7,105"	2/22 - 2/23	V	-	-	-	-	MOD		-	-	-	-	MOD	
FR	CLAY ST	SOUTHAMPTON CL	COLLEGE DR		"3,313"	Wkdy average	V	"3,213"	Wkdy average	V	"3,222"	Wkdy average	V				"3,158"	Wkdy average	V	"3,278"	Wkdy average	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	CLAY ST	COLLEGE DR	HOMESTEAD RD								"4,617"	2/3 - 2/4	V							"4,446"	2/28 - 3/1	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	CLAY ST	HOMESTEAD RD	LEE ST								"3,898"	2/3 - 2/4	V							"3,723"	2/28 - 3/1	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	CLAY ST/FOURTH AVE	LEE ST	HIGH ST								"2,577"	2/3 - 2/4	V							"2,438"	2/28 - 2/29	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	COLLEGE DR	SOUTH ST	ARMORY DR								"8,137"	2/4 - 2/5	V							"7,930"	3/6 - 3/8	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	COLLEGE DR	ARMORY DR	CLAY ST								"9,967"	2/4 - 2/5	V							"10,582"	3/7 - 3/8	V	-	-	-	-	LOW		-	-	-	-	MOD	
FR	FAIRVIEW DR	HUNTERDALE RD	CRESENT DR								"4,769"	2/25 - 2/26	V							"4,975"	3/6 - 3/8	V	-	-	-	-	MOD		-	-	-	-	MOD	
FR	FAIRVIEW DR	CRESENT DR	HIGH ST								"4,479"	2/25 - 2/26	V							"2,975"	3/28 - 3/29	V	-	-	-	-	LOW		-	-	-	-	MOD	
FR	FOURTH AVE/MECHANIC ST	HIGH ST	SECOND AVE								"1,734"	2/3 - 2/4	V							"1,576"	2/29 - 3/1	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	HIGH ST	SOUTH ST	SECOND AVE								"3,305"	2/3 - 2/4	V							"3,383"	2/22 - 2/23	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	HIGH ST	SECOND AVE	FOURTH AVE								"3,670"	2/3 - 2/4	V							"3,400"	2/22 - 2/23	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	HIGH ST	FOURTH AVE	HOMESTEAD RD								"3,870"	2/3 - 2/4	V							"3,517"	2/29 - 3/1	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	HIGH ST	HOMESTEAD RD	FAIRVIEW DR								"3,067"	2/3 - 2/4	V							"2,716"	2/29 - 3/1	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	HUNTERDALE RD	CLAY ST	FAIRVIEW DR								"9,289"	2/4 - 2/5	V							"9,278"	3/6 - 3/8	V	-	-	-	-	LOW		-	-	-	-	MOD	
FR	MAIN ST	SOUTH ST	SECOND AVE								"3,221"	2/4 - 9/10	V	"3,090"	2/16 - 2/18	V				"2,717"	12/4 - 12/6	V	26	26	1.09	1.13	LOW	LOW	26	26	1.09	1.13	LOW	LOW
FR	PRETLOW ST	ROUTE 58	MORTON ST								"2,105"	2/3 - 2/4	V							"2,054"	2/28 - 3/1	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	PRETLOW ST	MORTON ST	LAUREL ST								"3,371"	2/4 - 2/5	V							"3,212"	2/28 - 3/1	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	PRETLOW ST	LAUREL ST	SOUTH ST								"3,490"	2/3 - 2/4	V							"3,250"	2/28 - 3/1	V	-	-	-	-	LOW		-	-	-	-	LOW	
FR	SECOND AVE	HIGH ST	MAIN ST								"5,915"	2/3 - 2/4	V							"5,670"	2/22 - 2/23	V	-	-	-	-	LOW		-	-	-	-	MOD	
FR	SECOND AVE	MAIN ST	MECHANIC ST								"5,890"	2/4 - 2/5	V							"6,089"	2/29 - 3/1	V	32	33	1.11	1.15	LOW	LOW	34	33	1.05	1.17	LOW	LOW
FR	SECOND AVE	MECHANIC ST	ISLE OF WIGHT CL																	"9,234"	2/28 - 3/1	V	32	33	1.11	1.15	LOW	LOW	34	33	1.05	1.17	LOW	LOW
FR	SOUTH ST	ROUTE 58	COLLEGE DR								"6,199"	2/25 - 2/26	V							"5,492"	3/28 - 3/29	V	26	26	1.09	1.13	LOW	LOW	26	26	1.09	1.13	LOW	LOW
FR	SOUTH ST	COLLEGE DR	PRETLOW ST								"8,726"	2/4 - 2/5	V							"8,758"	2/29 - 3/1	V	26	26	1.09	1.13	LOW	LOW	26	26	1.09	1.13	LOW	LOW
FR	SOUTH ST	PRETLOW ST	HIGH ST								"6,248"	2/4 - 2/5	V							"6,090"	2/29 - 3/1	V	26	26	1.09	1.13	LOW	LOW	26	26	1.09	1.13	LOW	LOW
FR	SOUTH ST	HIGH ST	MAIN ST								"3,708"	2/25 - 2/26	V							"3,364"	2/29 - 3/1	V	26	26	1.09	1.13	LOW	LOW	26	26	1.09	1.13	LOW	LOW
GLO	BELROI RD	HICKORY FORK RD	ROUTE 17								"4,941"	2/18 - 2/19	V							"4,633"	6/19 - 6/20	V	-	-	-	-	LOW		-	-	-	-	LOW	
GLO	GUINEA RD	ROUTE 17	MARYUS RD								"8,509"	2/18 - 2/19	V							"8,429"	7/24 - 7/26	V	-	-	-	-	LOW		-	-	-	-	LOW	
GLO	HICKORY FORK RD	ROUTE 17	BELROI RD								"5,760"	2/18 - 2/19	V							"5,826"	7/24 - 7/26	V	-	-	-	-	MOD		-	-	-	-	MOD	
GLO	RTE 3/14	RTE 17 BUS	COW CREEK								"17,551"	2/10 - 2/12	V							"18,092"	6/19 - 6/20	V	-	-	-	-	LOW		-	-	-	-	LOW	
GLO	RTE 3/14	COW CREEK	MATHEWS CL								"12,811"	2/25 - 2/26	V							"12,987"	7/24 - 7/25	V	-	-	-	-	LOW		-	-	-	-	LOW	
GLO	RTE 14	KING AND QUEEN CL	ROUTE 17								"3,955"	2/10 - 2/11	V							"4,309"	7/24 - 7/25	V	-	-	-	-	LOW		-	-	-	-	LOW	
GLO	RTE 17 (COLEMAN BRIDGE)	YORK CL	RTE 216 (GUINEA RD)		"35,778"	Wkdy average	V	"34,484"	Wkdy average	V	"34,208"	Wkdy average	V	"34,051"	Wkdy average	V	"33,659"	Wkdy average	V	"33,523"	Wkdy average	V	45	46	1.05	1.04	LOW	LOW	42	46	1.14	1.05	LOW	LOW
GLO	RTE 17	RTE 216 (GUINEA RD)	RTE 614 (HICKORY FORK RD)								"36,528"	2/11 - 2/12	V							"36,654"	6/12 - 6/13	V	52	51	1.06	1.08	LOW	LOW	52	49	1.05	1.11	LOW	LOW
GLO	RTE 17	RTE 614 (HICKORY FORK RD)	RTE 17 BUS S (MAIN ST)								"30,100"	2/11 - 2/12	V							"30,279"	6/12 - 6/13	V	49	51	1.11	1.05	LOW	LOW	48	48	1.13	1.11	LOW	LOW
GLO	RTE 17	RTE 17 BUS S (MAIN ST)	RTE 17 BUS N (MAIN ST)								"19,916"	2/11 - 2/12	V							"20,692"	6/12 - 6/14	V	52	49	1.06	1.09	LOW	LOW	52	49	1.06	1.09	LOW	LOW
GLO	RTE 17	RTE 17 BUS N (MAIN ST)	RTE 606 (ARK RD)								"16,238"	2/10 - 2/12	V							"16,978"	6/13 - 6/14	V	50	53	1.13	1.07	LOW	LOW	53	50	1.08	1.12	LOW	LOW
GLO	RTE 17	RTE 606 (ARK RD)	ROUTE 14								"12,380"	2/11 - 2/12	V							"12,970"	6/13 - 6/14	V	58	58	1.06	1.04	LOW	LOW	59	58	1.03	1.04	LOW	LOW
GLO	RTE 17	ROUTE 14	ROUTES 33/198								"6,642"	2/11 - 2/12	V							"7,108"	6/19 - 6/20	V	57	59	1.06	1.03	LOW	LOW	58	59	1.05	1.03	LOW	LOW
GLO	RTE 17	ROUTES 33/198	MIDDLESEX CL								"12,024"	2/11 - 2/12	V							"13,596"	6/19 - 6/20	V	55	55	1.07	1.05	LOW	LOW	55	55	1.07	1.05	LOW	LOW
GLO	RTE 33	KING AND QUEEN CL	ROUTE 17								"6,462"	2/18 - 2/19	V							"7,957"	9/12 - 9/13	V	50	50	1.19	1.22	LOW	LOW	50	50	1.19	1.22	LOW	LOW
GLO	RTE 198	ROUTE 17	RTE 601 (PAMPA RD)								"1,803"	2/18 - 2/19	V							"2,285"	6/6 - 6/7	V	-	-	-	-	LOW		-	-	-	-	LOW	
GLO	RTE 198	RTE 601 (PAMPA RD)	RTE 606 (HARCUM RD)								"1,933"	2/18 - 2/19	V							"2,468"	6/6 - 6/7	V	-	-	-	-	LOW		-	-	-	-	LOW	
GLO	RTE 198	RTE 606 (HARCUM RD)	MATHEWS CL								"2,192"	2/18 - 2/19	V							"2,483"	6/6 - 6/7	V	-	-	-	-	LOW		-	-	-	-	LOW	
GLO	MAIN ST (BUS RTE 17)	RTE 17 (SOUTH INTERSECTION)	RTE 3/14E								"21,761"	2/11 - 2/12	V							"22,174"	6/12 - 6/14	V	-	-	-	-	LOW		-	-	-	-	LOW	
HAM	ABERDEEN RD	NEWPORT NEWS CL	PEMBROKE AVE		"11,554"	5/8 - 5/9	V	"12,477"	5/15	C				"10,809"	1/14	C				"11,968"	9/20	C	-	-	-	-	LOW		-	-	-	-	MOD	
HAM	ABERDEEN RD	PEMBROKE AVE	I-664																	"23,000"		E	24	19	1.09	1.22	LOW	LOW	27	18	0.95	1.27	LOW	MOD
HAM	ABERDEEN RD	I-664	BRIARFIELD RD		"17,985"	1/17	C				"19,330"	12/1	C				"21,822"	3/1	C				30	31	1.16	1.12	LOW	LOW	30	31	1.15	1.11	LOW	LOW
HAM	ABERDEEN RD	BRIARFIELD RD	MERCURY BLVD		"16,330"	1/17	C				"16,900"	12/3	C				"16,156"	10/6	C				34	35	1.11	1.16	LOW	LOW	34	35	1.10	1.15	LOW	LOW
HAM	ABERDEEN RD	MERCURY BLVD	TODDS LA					"12,845"	4/17	C				"11,955"	1/28	C				"11,383"	10/18	C	20	24	1.34	1.09	MOD	LOW	24	21	1.13	1.25	LOW	MOD
HAM	ARMISTEAD AVE	COMMANDER SHEPPARD BLVD	HRC PARKWAY		"26,788"	3/15	C				"26,121"	4/9	C				"24,285"	2/8	C				35	34	1.20	1.17	LOW	LOW	38	35	1.12	1.14	LOW	LOW
HAM	ARMISTEAD AVE	HRC PARKWAY	MERCURY BLVD		"28,668"	Wkdy average	V	"27,218"	Wkdy average	V	"27,246"	Wkdy average	V	"26,604"	Wkdy average	V	"25,746"	Wkdy average	V	"25,986"	Wkdy average	V	33	32	1.22	1.27	LOW	MOD	34	32	1.22	1.26	LOW	MOD
HAM	ARMISTEAD AVE	MERCURY BLVD	PINE CHAPEL RD		"20,180"	4/3 - 4/4	V							"19,950"	4/20 - 4/21	V							32	34	1.22	1.07	LOW	LOW	33	33	1.20	1.12	LOW	LOW
HAM	ARMISTEAD AVE	PINE CHAPEL RD	LASALLE AVE		"23,148"	3/29	C				"20,055"	4/14	C				"19,528"	1/25	C				32	34	1.22	1.07	LOW	LOW	33	33	1.20	1.12	LOW	LOW
HAM	ARMISTEAD AVE	LASALLE AVE	RIP RAP RD		"21,377"	4/18	C										"16,091"	1/25	C				27	32	1.27	1.12	MOD	LOW	29	33	1.16	1.08	LOW	LOW
HAM	ARMISTEAD AVE	RIP RAP RD	PEMBROKE AVE		"13,589"	1/4	C				"14,303"	4/14	C				"16,396"	1/25	C				33	31	1.07	1.12	LOW	LOW	33	33	1.07	1.07	LOW	LOW
